plab,family,variant,scenario,mon,value,row
P4  (LAI=5.7),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Aug,1.24046142841227,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Sep,1.21543992667938,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jun,1.59520846358184,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jul,1.17890333423156,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Aug,1.28786977177082,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Sep,1.19831178763825,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jun,-0.04542226518948,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jul,-0.031497418876898,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Aug,-0.0466931040573216,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Sep,-0.0282737754818489,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jun,-0.137339274088542,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jul,-0.0619152438256048,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Aug,-0.0402300434727823,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Sep,-0.0304656982421875,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jun,0.0942877584880099,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jul,0.100969600997592,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Aug,0.103619971364585,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Sep,0.0893320170773393,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),Sentinel-2,opt,DYN_S2_OPT_NM,Jun,1.7284798582068,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),Sentinel-2,opt,DYN_S2_OPT_NM,Jul,1.29243870283341,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),Sentinel-2,opt,DYN_S2_OPT_NM,Aug,1.42122022899922,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),Sentinel-2,opt,DYN_S2_OPT_NM,Sep,1.30001830085743,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),Sentinel-2,opt,DYN_S2_OPT_NM,Jun,0.0106058641747173,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),Sentinel-2,opt,DYN_S2_OPT_NM,Jul,0.0534419451947311,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),Sentinel-2,opt,DYN_S2_OPT_NM,Aug,0.0364723200433611,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),Sentinel-2,opt,DYN_S2_OPT_NM,Sep,0.0583264020225405,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),Sentinel-2,opt,DYN_S2_OPT_NM,Jun,-0.0287068684895833,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),Sentinel-2,opt,DYN_S2_OPT_NM,Jul,0.0337504725302419,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),Sentinel-2,opt,DYN_S2_OPT_NM,Aug,0.056244880922379,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),Sentinel-2,opt,DYN_S2_OPT_NM,Sep,0.065643310546875,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),Sentinel-2,opt,DYN_S2_OPT_NM,Jun,0.248526172905781,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),Sentinel-2,opt,DYN_S2_OPT_NM,Jul,0.228800016256125,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),Sentinel-2,opt,DYN_S2_OPT_NM,Aug,0.216969541678122,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),Sentinel-2,opt,DYN_S2_OPT_NM,Sep,0.206118723984088,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),LiDAR,full,STATIC_ALS,Jun,3.05510520713369,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),LiDAR,full,STATIC_ALS,Jul,2.59082014878379,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),LiDAR,full,STATIC_ALS,Aug,2.34591791663731,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),LiDAR,full,STATIC_ALS,Sep,2.12639860645765,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),LiDAR,full,STATIC_ALS,Jun,0.216084609905569,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),LiDAR,full,STATIC_ALS,Jul,0.255343756072441,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),LiDAR,full,STATIC_ALS,Aug,0.0560358411582361,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),LiDAR,full,STATIC_ALS,Sep,-0.00158528062711601,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),LiDAR,full,STATIC_ALS,Jun,-0.138011678059896,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),LiDAR,full,STATIC_ALS,Jul,-0.176277406754032,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),LiDAR,full,STATIC_ALS,Aug,-0.231396090599798,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),LiDAR,full,STATIC_ALS,Sep,-0.289065551757813,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),LiDAR,full,STATIC_ALS,Jun,-0.216356907972086,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),LiDAR,full,STATIC_ALS,Jul,-0.255710735438043,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),LiDAR,full,STATIC_ALS,Aug,-0.342840876661188,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),LiDAR,full,STATIC_ALS,Sep,-0.499861381017822,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),LiDAR,d_opt,STATIC_ALS_DOPT,Jun,3.05510520713369,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),LiDAR,d_opt,STATIC_ALS_DOPT,Jul,2.59082014878379,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),LiDAR,d_opt,STATIC_ALS_DOPT,Aug,2.34591791663731,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),LiDAR,d_opt,STATIC_ALS_DOPT,Sep,2.12639860645765,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),LiDAR,d_opt,STATIC_ALS_DOPT,Jun,1.42035857318536,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),LiDAR,d_opt,STATIC_ALS_DOPT,Jul,1.08599862212709,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),LiDAR,d_opt,STATIC_ALS_DOPT,Aug,0.944048217909602,Tmax @1m  v3.2.0 (degC)
P2  (LAI=3.4),LiDAR,d_opt,STATIC_ALS_DOPT,Sep,0.937321026280163,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),LiDAR,d_opt,STATIC_ALS_DOPT,Jun,1.41488850911458,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),LiDAR,d_opt,STATIC_ALS_DOPT,Jul,1.12798580046623,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),LiDAR,d_opt,STATIC_ALS_DOPT,Aug,1.07132647114415,Tmax @1m  v3.2.0 (degC)
P3  (LAI=4.7),LiDAR,d_opt,STATIC_ALS_DOPT,Sep,0.894144694010417,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),LiDAR,d_opt,STATIC_ALS_DOPT,Jun,1.74470829800313,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),LiDAR,d_opt,STATIC_ALS_DOPT,Jul,1.19066846819806,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),LiDAR,d_opt,STATIC_ALS_DOPT,Aug,1.06516369838436,Tmax @1m  v3.2.0 (degC)
P4  (LAI=5.7),LiDAR,d_opt,STATIC_ALS_DOPT,Sep,0.922309484681506,Tmax @1m  v3.2.0 (degC)
P1  (LAI=0.5),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Jun,0.194007270741601,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Jul,0.138008755706276,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Aug,0.123535415978321,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Sep,0.112200328932037,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Jun,0.353910837143193,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Jul,0.229051115019579,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Aug,0.197365457746593,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Sep,0.187986513636133,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Jun,-0.0861806233723958,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Jul,-0.0515382828251008,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Aug,0.0472697596396169,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Sep,0.0876027425130208,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Jun,-0.177818246437579,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Jul,-0.123217371613743,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Aug,0.0139144791538042,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Fusion (ALS x S2-timing),ALS,DYN_ALS_S2TIMING_NM,Sep,0.0324896748988901,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Jun,0.198685007415403,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Jul,0.139317788139469,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Aug,0.12454546878893,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Sep,0.112939644080812,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Jun,0.291841273161699,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Jul,0.168107260006082,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Aug,0.173363153541507,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Sep,0.170355740036032,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Jun,-0.364134724934896,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Jul,-0.207480153729839,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Aug,-0.0825411888860887,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Sep,-0.0482574462890625,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Jun,-0.511888367045227,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Jul,-0.299070004883717,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Aug,-0.13254188130605,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Fusion (ALS x S2-timing),ALSxopt,DYN_ALSoOPT_S2TIMING_NM,Sep,-0.122252837681049,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Jun,0.396971506617202,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Jul,0.225320054025061,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Aug,0.214653713058963,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Sep,0.240569661569752,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Jun,0.304080977794625,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Jul,0.160339859556788,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Aug,0.177098373405272,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Sep,0.17402034702522,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Jun,0.327630615234375,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Jul,0.183250181136593,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Aug,0.212625811176915,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Sep,0.218410237630208,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Jun,0.433724029437832,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Jul,0.198262543406968,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Aug,0.223364011010079,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),S2 rescaled->LiDAR,ATBD,DYN_ATBD_rfull_NM,Sep,0.223050256796932,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Jun,0.276550074907683,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Jul,0.168514691695352,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Aug,0.143053641079977,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Sep,0.139089426877928,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Jun,0.485877998336758,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Jul,0.276693844981279,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Aug,0.233547111992519,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Sep,0.205137148342664,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Jun,0.550393676757813,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Jul,0.32146232358871,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Aug,0.263579337827621,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Sep,0.231184895833333,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Jun,0.331728250663965,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Jul,0.20948710184684,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Aug,0.181984054452522,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),S2 rescaled->LiDAR,opt,DYN_OPT_rdopt_NM,Sep,0.156711002039007,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jun,0.405620337464597,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jul,0.228008996437525,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Aug,0.234510738435369,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Sep,0.271721923260323,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jun,-0.0374201423091298,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jul,-0.0284925567262862,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Aug,0.0223389507339712,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Sep,0.0509192530168491,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jun,-0.076959228515625,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jul,-0.0461081227948589,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Aug,0.0464123141381048,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Sep,0.0707143147786458,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jun,0.187160242960639,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Jul,0.0797491461290582,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Aug,0.162817556378855,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Sentinel-2,ATBD,DYN_S2_ATBD_NM,Sep,0.174714487926006,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Sentinel-2,opt,DYN_S2_OPT_NM,Jun,0.404283645761808,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Sentinel-2,opt,DYN_S2_OPT_NM,Jul,0.228968929461127,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Sentinel-2,opt,DYN_S2_OPT_NM,Aug,0.227771161008788,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),Sentinel-2,opt,DYN_S2_OPT_NM,Sep,0.260799765397229,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Sentinel-2,opt,DYN_S2_OPT_NM,Jun,0.122421482509323,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Sentinel-2,opt,DYN_S2_OPT_NM,Jul,0.0601914568202126,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Sentinel-2,opt,DYN_S2_OPT_NM,Aug,0.099126708071708,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),Sentinel-2,opt,DYN_S2_OPT_NM,Sep,0.112968653874748,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Sentinel-2,opt,DYN_S2_OPT_NM,Jun,0.131296793619792,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Sentinel-2,opt,DYN_S2_OPT_NM,Jul,0.0701018302671371,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Sentinel-2,opt,DYN_S2_OPT_NM,Aug,0.138379496912802,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),Sentinel-2,opt,DYN_S2_OPT_NM,Sep,0.145230102539063,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Sentinel-2,opt,DYN_S2_OPT_NM,Jun,0.317426717676754,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Sentinel-2,opt,DYN_S2_OPT_NM,Jul,0.14943182245155,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Sentinel-2,opt,DYN_S2_OPT_NM,Aug,0.202926140831285,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),Sentinel-2,opt,DYN_S2_OPT_NM,Sep,0.209851111942712,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),LiDAR,full,STATIC_ALS,Jun,0.189807630529572,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),LiDAR,full,STATIC_ALS,Jul,0.137277561245947,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),LiDAR,full,STATIC_ALS,Aug,0.125941499136181,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),LiDAR,full,STATIC_ALS,Sep,0.115351015440234,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),LiDAR,full,STATIC_ALS,Jun,0.316680558551714,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),LiDAR,full,STATIC_ALS,Jul,0.117609200314608,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),LiDAR,full,STATIC_ALS,Aug,0.13074454993962,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),LiDAR,full,STATIC_ALS,Sep,0.0810850453013321,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),LiDAR,full,STATIC_ALS,Jun,-0.0832224527994792,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),LiDAR,full,STATIC_ALS,Jul,-0.218987249558972,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),LiDAR,full,STATIC_ALS,Aug,-0.213993195564516,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),LiDAR,full,STATIC_ALS,Sep,-0.302609252929688,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),LiDAR,full,STATIC_ALS,Jun,-0.246287806322925,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),LiDAR,full,STATIC_ALS,Jul,-0.312139812627012,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),LiDAR,full,STATIC_ALS,Aug,-0.307515494525684,Tmax @1m  v3.2.3 iter (degC)
P4  (LAI=5.7),LiDAR,full,STATIC_ALS,Sep,-0.466749634130898,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),LiDAR,d_opt,STATIC_ALS_DOPT,Jun,0.189807630529572,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),LiDAR,d_opt,STATIC_ALS_DOPT,Jul,0.137277561245947,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),LiDAR,d_opt,STATIC_ALS_DOPT,Aug,0.125941499136181,Tmax @1m  v3.2.3 iter (degC)
P1  (LAI=0.5),LiDAR,d_opt,STATIC_ALS_DOPT,Sep,0.115351015440234,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),LiDAR,d_opt,STATIC_ALS_DOPT,Jun,0.475559912130651,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),LiDAR,d_opt,STATIC_ALS_DOPT,Jul,0.285860886880291,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),LiDAR,d_opt,STATIC_ALS_DOPT,Aug,0.240974361791854,Tmax @1m  v3.2.3 iter (degC)
P2  (LAI=3.4),LiDAR,d_opt,STATIC_ALS_DOPT,Sep,0.212239473001591,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),LiDAR,d_opt,STATIC_ALS_DOPT,Jun,0.532798258463542,Tmax @1m  v3.2.3 iter (degC)
P3  (LAI=4.7),LiDAR,d_opt,STATIC_ALS_DOPT,Jul,0.332079487462198,Tmax @1m  v3.2.3 iter (degC)
